COUNTRY;agricultural_land;agriculture_value_added;cereal_yield;consumption;crop_index;employment_agriculture;export;FDI;GDP;import;inflation_cost_prices;inflation_deflator;livestock_index;natural_resources_rent;rural_population;total_tax;trade;urban_population;YEAR
Congo, Rep.;31.1215226939971;7.30994311165531;860.4;-25.0359752591719;99.12;32.4756079342079;47.9627316588394;4416953733.854;10719557072.0098;46.6543635995027;0.450063823285546;12.3656768528042;102.55;29.8063807729514;33.541;54.3;94.6170952583422;66.459;2017
Congo, Rep.;31.1303074670571;6.78839431122933;870.8;6.29327876575567;100.7;33.001527532664;62.2105922950548;4315250918.388;10472544410.1834;38.372624484659;1.15277896375523;22.2344412921584;103.14;42.6682046537325;33.084;54.3;100.583216779714;66.916;2018
Congo, Rep.;31.1361639824305;7.34698694374196;889.0;14.109395225013;100.5;32.659529065574;56.1988161669292;-1427679257.05894;10590305771.1026;35.3769415537356;2.20607305781525;-1.31737273450356;104.38;39.2430391553175;32.627;54.3;91.5757577206648;67.373;2019
Costa Rica;35.0861731296514;4.74911042900119;3831.6;4.67558475194822;97.63;14.403904619601;29.9956578645001;2955521680.83967;56441920821.0806;30.7579040744168;0.801982005099623;3.95521539612993;100.4;1.13397448273593;23.138;58.2;60.7535619389169;76.862;2015
Costa Rica;34.8021934978457;4.9143557868633;4026.1;3.75363856501261;103.2;14.9329536408779;31.2600962991367;2620435490.61534;58814921623.3502;30.9183818764451;-0.0174788505908217;1.95876479850916;99.2;1.23322083330008;22.265;58.3;62.1784781755817;77.735;2016
Costa Rica;34.8805327066197;4.69977633154427;3731.0;5.55461279907531;105.21;15.3685111367603;32.7626831473135;2924906990.98245;61260269009.4174;32.3092705969748;1.62590692991732;2.85888372957956;102.78;1.13383955527767;21.44;58.3;65.0719537442883;78.56;2017
Costa Rica;34.9099099099099;4.48382833722173;4210.1;1.94914008361415;105.6;15.7834018507522;33.7385107753206;3014543618.02812;62862779083.6335;33.2068312402047;2.22111461526581;2.1924784282276;105.76;0.945537295658598;20.66;58.3;66.9453420155254;79.34;2018
Costa Rica;34.7826086956522;4.20205116303575;4052.4;1.69141382283127;91.12;15.3081290040344;34.3253215588929;2719031329.42268;64382494196.5155;31.4352084586788;2.09604635327807;2.56679211775625;111.62;0.759689840900586;19.924;58.3;65.7605300175717;80.076;2019
Croatia;27.4676577800014;2.96023816021292;5695.0;0.375585393385805;96.85;9.22760370155628;45.5580819824462;33194697.0152372;50857353544.2847;45.3474276774624;-0.464499004644911;0.0919067892751713;96.31;0.698157062296322;43.845;20.0;90.9055096599086;56.155;2015
Croatia;27.6249017225359;3.05432729578783;6665.5;3.16524705142056;110.84;7.60244065376602;46.7426192019165;437265723.850134;52669038859.7072;45.6373304847096;-1.12500000000002;-0.0612118610034429;105.2;0.511310613664342;43.597;20.9;92.3799496866261;56.403;2016
Croatia;26.7493388606962;2.88125535618654;5704.8;3.17517877655985;88.14;6.97947242567362;49.0211455305474;449635784.225459;54459561789.4308;48.4145214310932;1.12937210282347;1.16593721117815;104.96;0.658339390527416;43.333;20.6;97.4356669616406;56.667;2017
Croatia;26.5170466728611;2.9442229335061;7055.6;3.37241109196395;100.5;6.24102253142787;49.2565361725256;1312177885.50368;55995497411.6786;50.1084811992529;1.50012501041756;2.02833474717856;104.29;0.773060031000923;43.053;20.5;99.3650173717785;56.947;2018
Croatia;26.8744192695304;2.85847530189291;7157.3;4.07993233330768;98.19;6.19401426347489;50.4858611565671;3939470164.85387;57899185639.442;50.8893775690264;0.771820346498019;2.00508096122299;100.96;0.619466125649912;42.758;20.5;101.375238725593;57.242;2019
Cyprus;13.7099567099567;1.87427179854304;2683.0;3.12881911236613;109.17;3.99517320941793;70.2529680368871;28960532080.4595;19842492366.5477;67.4855103391816;-2.09699769053129;-0.75404810119133;99.64;0.0198578971713362;33.054;24.0;137.738478376069;66.946;2015
Cyprus;11.8387445887446;2.15332917048349;436.3;5.13805129259455;89.43;3.64349357491456;70.7986015360282;8508203489.4198;21123236843.8098;68.8439110925156;-1.42916666666665;-0.572261903878569;104.7;0.00147131380581406;33.119;24.2;139.642512628544;66.881;2016
Cyprus;13.1406926406926;1.85816809878776;1802.7;4.83246605154226;94.43;2.5277873184451;74.0814962039019;14406568776.0425;22359482804.3618;74.4230180868986;0.531766496174467;1.03844284555774;109.56;0.0053914863858221;33.164;22.7;148.504514290801;66.836;2017
Cyprus;14.3340800865801;1.73353985485688;1052.9;5.12155550798504;86.67;2.16574291031958;75.1840847638956;-1110259659.48526;23632372770.8282;73.7731484201946;1.43549119531759;1.00386652221141;110.9;0.00469231201910547;33.19;22.2;148.95723318409;66.81;2018
Cyprus;13.5636796536797;1.76523653588854;2656.3;3.85496573359738;88.74;2.41076589056908;76.4877486300826;52834747335.586;25012476142.5107;75.456743045744;0.250370996758787;1.32507750095616;115.62;0.00361325176711909;33.195;22.4;151.944491675827;66.805;2019
Czechia;45.2532055433234;2.21121387268241;5880.6;3.86829410215741;94.61;2.92551150831592;80.5587781149995;1699914616.60242;188033050459.881;74.6168853659096;0.309364548494975;0.992276160290274;100.26;0.314061907144002;26.523;46.5;155.175663480909;73.477;2015
Czechia;45.17549540215;2.08704712424115;6317.0;3.78313948957279;101.19;2.90149476501454;79.1070766309635;10850612308.2062;192803983942.274;71.4791907144509;0.683504209385703;1.14145060120347;101.84;0.310276297011828;26.43;46.1;150.586267345414;73.57;2016
Czechia;45.6029011786038;2.0576068880787;5497.5;4.04380713763213;90.19;2.8029545924895;79.0271394981121;11234740946.0941;202769490319.63;71.5055129948816;2.4505339846014;1.30694431650136;101.11;0.372292874562504;26.325;46.1;150.532652492994;73.675;2017
Czechia;45.628804558995;1.93625258997764;5206.9;3.50793100212832;87.42;2.80219031657526;76.9435759590934;8324668391.46793;209298846486.102;71.0049473632267;2.14949494949493;2.56757397075347;99.92;0.389418621280193;26.208;46.1;147.94852332232;73.792;2018
Czechia;45.6399997409511;1.86084843679476;5653.2;2.68699533470441;87.1;2.6637644673024;73.8797803262645;10752120870.768;215640347578.637;67.8912433363527;2.8478759591805;3.88895344602105;100.39;0.399790319341053;26.079;46.1;141.771023662617;73.921;2019
Denmark;65.847475;0.957580201288368;6884.7;2.28054942428631;103.9;2.49157081621059;55.418174402012;1850770714.86075;302673070846.857;48.6300540046819;0.452034153691575;0.433060802052097;99.89;0.521484568638432;12.474;23.9;104.048228406694;87.526;2015
Denmark;65.6275;0.961160974086306;6222.0;2.4225166077911;94.98;2.33418138037361;53.4259805224841;7804020827.15213;312497708532.463;46.7428482622986;0.250000000000031;0.25459516653126;100.77;0.342477974632511;12.358;24.4;100.168828784783;87.642;2016
Denmark;65.7825;1.30480035996571;6916.5;2.28819307686436;107.11;2.11060753210316;55.0773767829077;3607276299.51791;321315569939.823;47.9020131257278;1.14713216957602;1.18466161152733;99.58;0.470200711781742;12.243;23.8;102.979389908635;87.757;2017
Denmark;65.8125;1.0265693512957;4888.8;3.4899268331736;75.83;2.19168544276048;56.5598044910739;8764023726.34583;327708263102.566;50.4151919422829;0.813609467455631;0.747856838144173;101.46;0.587862611976543;12.126;23.8;106.974996433357;87.874;2018
Denmark;65.649125;1.26628887578411;6928.9;1.58178054221155;103.74;2.22297542552309;58.6471822154845;-3801733788.9774;332602543274.049;51.5776463887491;0.75813157251162;1.04879424424314;98.98;0.446224762644461;12.006;23.8;110.224828604234;87.994;2019
Dominican Republic;50.2794452494308;5.4846959306391;5109.8;6.43648455563353;98.71;9.71528936099707;23.7615822994204;2227300000.0;71164826836.5281;28.409495417775;0.836746346724557;2.47188597709767;101.17;0.535347858231712;21.434;43.5;52.1710777171955;78.566;2015
Dominican Republic;50.2794452494308;5.50727322415818;5172.1;6.0356286536698;103.76;8.92699231655552;23.909379521893;2516100000.0;75903835172.1732;27.6765917337038;1.61416607245223;1.99367846452935;104.23;1.2819479321571;20.564;42.4;51.5859712555968;79.436;2016
Dominican Republic;50.2794452494308;5.34266664299661;5174.7;4.35005970143929;109.76;9.57710511714629;23.6821453426385;3597900000.0;79446042998.4211;26.5429400821881;3.27955694678546;4.18137503365021;99.42;1.03534454096242;19.723;48.8;50.2250854248266;80.277;2017
Dominican Republic;50.2794452494308;5.14778281886673;5040.8;5.6795363703087;118.35;9.33004527364395;23.5514313052003;2744500000.0;84993384865.6436;28.5045350822178;3.56443426013508;4.12148968696981;104.35;0.868889463505184;18.926;48.8;52.0559663874181;81.074;2018
Dominican Republic;51.1034903536639;5.22728892621582;5087.2;4.62524589014681;120.86;8.78678948127583;23.0692820412923;2829200000.0;89287393475.0793;27.9418628796634;1.81060377042959;2.52561865647056;108.69;1.05544444208182;18.172;48.8;51.0111449209557;81.828;2019
Ecuador;23.3089064261556;9.45485142211309;3927.0;-0.0918915410140642;106.98;26.1915705505046;21.2582213779601;1322701337.30748;99290381000.0;23.9856557706229;3.96664623255358;-2.49102075763332;98.79;4.63202397853143;36.602;32.8;45.243877148583;63.398;2015
Ecuador;22.2096956031567;9.51901672818233;3362.1;-2.41044872191257;93.86;26.9419327284124;19.5047912651498;764208868.122242;98072699669.1292;19.016549070733;1.72826463324533;1.90164677546638;96.52;3.75806780861528;36.466;32.5;38.5213403358829;63.534;2016
Ecuador;22.507650185215;9.32925891153764;3771.3;3.72751875043174;98.0;27.6938564236401;20.8328178926217;629592412.259199;100395440274.107;21.5889034983957;0.417335588666825;1.94639824444045;91.75;4.98372023451617;36.33;32.5;42.4217213910174;63.67;2017
Ecuador;21.9358995007248;8.94926952274822;3552.6;2.08705375967055;94.23;28.8247114206292;22.6046839884209;1389467763.14022;101689830586.566;23.7574469602687;-0.224103246005552;1.81887357109554;92.27;7.0964207852671;36.179;32.3;46.3621309486896;63.821;2018
Ecuador;21.4607827347399;8.80053114288692;3966.8;0.288962795053905;96.2;29.7419323811375;23.0483673045907;979165496.243029;101702140245.144;23.0284538863351;0.266012515466155;0.495450027557041;97.12;5.82070104913459;36.014;34.4;46.0768211909258;63.986;2019
Egypt, Arab Rep.;3.80719985936009;11.3940610667634;7117.3;3.07913866410634;101.99;25.8150814968524;13.1838454928598;6925200000.0;329366576819.407;21.6620974671631;10.370490343517;9.93088973035982;99.65;4.12906894708286;57.215;44.9;34.8459429600229;42.785;2015
Egypt, Arab Rep.;3.75083168416294;11.7693176039343;7251.5;4.65038919566238;98.94;25.5738276569078;10.3454639403558;8106800000.0;343682967575.512;19.9010851110947;13.813606214829;6.24566313377426;97.76;3.20908060820144;57.268;43.5;30.2465490514505;42.732;2016
Egypt, Arab Rep.;3.85450680596715;10.9863805629257;7400.6;4.18944691671965;100.63;25.0617913715008;15.0140868185672;7408700000.0;358053111989.023;27.8180475395935;29.5066083940039;29.5184798346035;102.48;5.69886428656261;57.295;45.8;42.8321343581608;42.705;2017
Egypt, Arab Rep.;3.88065698930132;10.8302490891945;6776.0;1.14076898633617;96.26;21.6811970850412;17.984655608418;8141300000.0;377141312302.669;27.9263640649779;14.4014657807422;21.1748208164536;98.94;7.59656355901849;57.296;46.9;45.9110196733959;42.704;2018
Egypt, Arab Rep.;3.93992666633181;10.6971354360257;6047.0;1.55204373370192;101.22;21.1580253700445;16.6440314510365;9010100000.0;398080548973.052;24.4799857040743;9.15279959324804;13.6180959109963;99.76;5.72496131230483;57.27;44.4;41.1240171551108;42.73;2019
Estonia;22.8433402346446;2.85804688997265;4381.6;4.89506290389194;122.83;3.90160149196294;77.4354984416443;-715465129.889722;22890762090.1508;73.5016912601311;-0.49232600654737;1.03644083022607;101.64;1.44592002735328;31.584;49.2;150.937189701775;68.416;2015
Estonia;23.0733839429492;2.11360999746642;2658.4;4.45094502278067;81.3;3.89429008154809;77.00753773581;925762256.709316;23613094924.4117;73.4011590079231;0.148684907627373;2.18730990746438;99.84;1.24687276023764;31.437;48.5;150.408696743733;68.563;2016
Estonia;22.9707602339181;2.38620546594402;3967.3;2.45875181493641;103.72;3.52607235518052;75.8098540993405;1735775304.25103;24980775931.5047;71.7538682971034;3.41723549488054;3.59036501479098;96.13;1.73343641223467;31.283;48.5;147.563722396444;68.717;2017
Estonia;23.0409356725146;2.08940044213798;2624.9;4.81919142739436;71.14;3.29388696378061;74.3238978479862;1232358347.85304;25926098666.5234;71.59639823515;3.43632688420446;4.83777941523971;95.83;2.01785330968871;31.12;48.5;145.920296083136;68.88;2018
Estonia;23.1204678362573;2.37680726173229;4458.6;4.55326707495121;120.29;3.16716834081505;73.884686414146;3071060276.39206;26895658710.6379;69.8698438396202;2.27725931243522;3.20705842626813;95.56;1.80772963579084;30.949;47.8;143.754530253766;69.051;2019
Ethiopia;32.8929601801843;36.0569753905786;2344.9;9.93724302357697;100.99;69.0389883024349;9.36331359735926;2626517918.313;64589328550.5953;30.2928105475922;9.56889955968623;10.8365427789744;101.5;12.1932229078984;80.572;36.9;39.6561241449515;19.428;2015
Ethiopia;33.0793660251424;34.6988795973718;2352.2;3.81671250264029;103.03;68.1833235044656;7.81208050267299;4142937496.46329;70682351658.2336;27.0869722982698;6.62813337230924;10.3979255406466;99.68;11.2339790417281;80.134;37.7;34.8990528009428;19.866;2016
Ethiopia;33.263928222695;33.7792806688833;2539.4;8.65041080723232;106.37;67.1257269818018;7.62936862241418;4017159564.65434;77442545814.9282;23.4742626798764;10.6871150284238;6.67685508319342;105.88;9.87787063669115;79.69;37.7;31.1036313022906;20.31;2017
Ethiopia;33.5852342867904;31.2188007841387;2729.8;2.71743010362786;105.88;66.2965487769858;8.37267586646371;3360419368.65295;82721144195.2914;22.8266990770053;13.8330356586662;12.3822948123876;107.62;6.36887574699294;79.237;37.7;31.199374943469;20.763;2018
Ethiopia;33.8392576144297;33.6333290594336;2831.8;13.6468947397347;108.07;65.2980960530845;7.9399766087609;2548743427.35754;89640011587.0442;20.8753243982814;15.8096321719344;12.8603968185939;115.94;5.50373971369559;78.775;37.7;28.8153010070423;21.225;2019
Finland;7.48050409660755;2.25370768976039;3613.9;1.6069112183758;97.31;4.22364000737368;35.4069588665232;17485137455.9981;234534382384.766;35.9755895640656;-0.207928839905268;1.61674649704926;100.7;0.445868402403852;14.775;37.9;71.3825484305887;85.225;2015
Finland;7.48576881313547;2.31061337452533;3573.3;2.42913221704994;96.07;3.86463874674972;34.8104524683015;5124075140.91557;241128217493.75;36.0880478856922;0.356684500891695;0.0874254582934526;101.2;0.410118656271692;14.725;38.1;70.8985003539937;85.275;2016
Finland;7.4690708081074;2.31594204179389;3957.9;0.75631035856911;93.69;3.76296985239716;37.5495468424797;17149122038.4329;248826017928.906;37.5035903509043;0.754015047084346;0.819262897258781;100.28;0.453771651187102;14.675;38.4;75.053137193384;85.325;2017
Finland;7.47565148723348;2.38668391429869;3052.7;1.71164575496705;80.26;3.71185733403419;38.4687872116233;-10571698824.8262;251661932877.344;39.7233811069896;1.08382098409305;2.00183627649704;99.61;0.563372986587861;14.618;37.3;78.1921683186129;85.382;2018
Finland;7.48198598361465;2.34930667311493;4257.5;0.733037139996867;106.37;3.77829555413292;39.8806794019795;15611668561.8503;254744159687.5;39.7247538126725;1.02409392963431;1.49655419230197;99.94;0.365206984679912;14.554;36.6;79.605433214652;85.446;2019
France;52.4637617636155;1.60564438654459;7590.5;1.47901853926278;103.95;2.74492924811886;30.5926223781313;42825414105.9409;2439188643162.5;31.1590715564548;0.0375143805125182;1.13824878533235;100.2;0.040991340666787;20.345;64.9;61.7516939345861;79.655;2015
France;52.4475461002233;1.43711486668854;5690.9;1.77987998350405;90.75;2.87190030699713;30.2475371833945;32803666728.594;2465909086487.94;30.852605198715;0.18333486112386;0.522559343400445;100.61;0.0401901593813067;20.083;64.1;61.1001423821095;79.917;2016
France;52.410066897145;1.54241477388973;7306.7;1.4786626015655;103.14;2.60567145894032;30.9486331871;35868111746.0373;2522413420333.78;32.0132141063066;1.03228275064662;0.521577263305687;99.19;0.0362250443838789;19.82;62.6;62.9618472934066;80.18;2017
France;52.3417653321937;1.64887661606241;6829.1;0.982170683050512;95.93;2.4966501907483;31.7136672102555;77493098693.2378;2569458097202.24;32.7242853866575;1.85081508315503;0.9922245663778;98.61;0.0429051117731693;19.556;60.4;64.437952596913;80.444;2018
France;52.2706969320089;1.52245926892254;7491.9;1.76866114149004;98.39;2.51529636718206;31.5920554143668;53499337503.7413;2616812485718.01;32.549417775836;1.10825492288294;1.27859214632949;97.44;0.0337878193709454;19.291;60.7;64.1414731902028;80.709;2019
Georgia;34.7978126349115;7.81376160306468;1959.4;3.78935157406298;101.65;44.0481829715696;40.8622366288493;1735307118.63;14953673796.1929;57.9065861205245;4.00357820695097;5.82863087749261;102.78;0.53409410608162;42.552;16.4;98.7688227493738;57.448;2015
Georgia;34.4510001439056;7.29657327826766;2514.5;-5.65591240369532;97.56;43.8142198168309;40.7997544368791;1659824033.37;15388293170.4432;56.0260631766938;2.13492713939121;2.61931829571066;97.82;0.572435838705115;42.163;16.4;96.8258176135729;57.837;2016
Georgia;34.3186069938121;6.24018684251845;1976.2;7.38680000653626;81.82;43.1272699735831;46.5276142251531;1930381394.76;16133487151.7823;57.5124627100016;6.03531725272117;8.49104666870355;99.05;0.472314027913239;41.769;16.4;104.040076935155;58.231;2017
Georgia;34.1660670600086;6.76219859459993;2531.2;5.81123749381824;103.77;38.8995298416551;50.5585276931977;1304024907.7;16914819009.2106;61.1970116189904;2.61524471397671;4.36110904352958;104.74;0.451235879680756;41.368;9.9;111.755539312188;58.632;2018
Georgia;34.1430421643402;6.50458918722347;2536.5;7.21369676357023;107.22;38.1471021160812;54.8184931411381;1384177038.92;17757574574.4802;63.7808751662009;4.85289821696723;5.19239145340818;103.45;0.603605792551493;40.961;9.9;118.599368307339;59.039;2019
Germany;47.9590666743106;0.684691591379231;7497.8;1.93679911968145;97.52;1.39399470572749;46.920738356608;62475577277.7991;3357585719351.56;39.3254862566007;0.514426137125456;1.85367882408802;100.45;0.0760120087289006;22.8;48.8;86.2462246132087;77.2;2015
Germany;47.6843370735058;0.69843112985447;7182.1;2.43999977541674;94.87;1.30827844690257;46.0732628543356;64744235790.2129;3432459876455.05;38.6963831131131;0.491747008445174;1.32775222269545;99.71;0.0642202510440344;22.776;48.9;84.7696459674487;77.224;2016
Germany;47.7631164667831;0.851748919550925;7269.9;1.41546268253296;95.45;1.27662149309967;47.1630406836519;109485971372.509;3524457734041.38;40.0741622693716;1.50949485109628;1.50373898915133;98.88;0.0682636663146081;22.739;48.9;87.2372029530234;77.261;2017
Germany;47.6415364359723;0.689090611953825;6178.9;1.5015884381788;81.78;1.24953993817278;47.3088591421652;166915563991.374;3559040862512.65;41.2110119003402;1.73216879766942;2.00749244131613;98.47;0.0847654608298758;22.688;49.0;88.5198710425055;77.312;2018
Germany;47.7002776267209;0.790850030655333;6952.0;1.58368881651043;88.69;1.20414876282371;47.1275808768289;73974461220.6158;3597317337494.24;41.1908085811906;1.44565976888253;2.13030905148273;98.07;0.0926260316690242;22.624;48.8;88.3183894580195;77.376;2019
Ghana;54.564096422607;19.9826506965696;1830.3;2.21439045545029;99.62;35.1775904297479;33.8317049892785;3192320530.7897;49406009811.9819;42.689566310302;17.1499695007878;13.252964555207;101.47;10.5635168212992;45.914;32.7;76.5212712995805;54.086;2015
Ghana;54.3110758547948;20.8442931470539;1842.4;-1.69197320374568;101.05;38.6814563197696;31.1932394892801;3485333369.27964;51072704631.2674;36.6837606971498;17.4546347070868;15.7486196104808;102.68;8.64980290681468;45.251;32.7;67.8770001864299;54.749;2016
Ghana;53.1069873428848;19.5617097174459;1930.7;6.33279797884131;108.02;42.0184229710314;33.8768744319153;3254990000.0;55224351103.6316;36.6714901336787;12.3719215507048;10.6773105806362;106.21;10.3700404312643;44.593;33.2;70.548364565594;55.407;2017
Ghana;53.694038850312;18.1365505543433;2172.6;3.80515242463355;113.29;41.1367142423322;33.4548958825786;2989035000.0;58648303771.0356;34.5036224628098;7.80876516610703;10.5684799260556;108.75;9.7904078745383;43.94;32.4;67.9585183453884;56.06;2018
Ghana;54.8473863936011;17.3232299973988;2346.2;14.0913795498066;119.88;40.1761815559647;37.4495994213844;3879831469.7;62465003300.9059;39.3752024057911;7.14364003330857;8.48107298102975;111.45;9.76736656039863;43.293;55.4;76.8248018271755;56.707;2019
Greece;48.0915438324282;3.86470314774326;4214.9;-0.348919063203283;104.59;12.5007123220914;32.1271612438756;1268938505.86333;195683527003.375;33.1505312250043;-1.73588804765284;-0.293730433148639;99.73;0.0713511198951637;21.954;49.6;65.2776924688798;78.046;2015
Greece;47.6027928626843;3.51534024837597;4223.5;-0.609630647811059;98.73;11.9289342914264;31.2874562644429;2698544612.16074;194730209118.466;32.7317417172708;-0.825653978390973;-0.5785807515839;98.94;0.0905977627072228;21.613;50.7;64.0191979817137;78.387;2016
Greece;46.9630783553142;3.85638896453125;4317.2;2.49592376243173;100.6;11.6725654289773;35.0340942348023;3439131879.75517;196856953384.064;36.5448563051391;1.12125452031419;0.285406259345564;96.82;0.107741216363758;21.276;51.7;71.5789505399414;78.724;2017
Greece;46.1108642358417;3.63540849125269;3799.6;1.74906315351937;99.7;11.8529887336672;38.9929061011015;4025447788.57703;200141371166.33;41.1571204563819;0.62562141345364;-0.165244042297104;93.78;0.107923693978732;20.942;51.9;80.1500265574834;79.058;2018
Greece;45.5173622963538;3.80858922158369;4043.5;1.79098383590639;102.71;11.1507442631078;40.1107639268746;4999635989.53693;203903008195.061;41.7751593316684;0.253007522038157;0.226845195063973;94.04;0.0704760678864166;20.612;51.9;81.885923258543;79.388;2019
Guatemala;41.6573348264278;9.96700303156264;2115.7;5.14289735553777;101.05;31.8757319932155;19.8299076925978;1203355080.0;62186064718.7424;30.0635456298848;2.3887203283955;2.23162145989066;99.75;1.78572375354011;50.029;37.5;49.8934533224826;49.971;2015
Guatemala;41.9354236655468;9.66139547275044;2152.3;4.07184194881994;102.43;29.3773895218304;18.7530892947864;845786560.0;63851284748.839;27.6196482241031;4.44844199942827;2.70719129663175;103.16;2.01829626064269;49.681;35.2;46.3727375188895;50.319;2016
Guatemala;42.2135125046659;9.69628663196754;2153.3;3.2734359740293;94.43;31.7795686260841;18.4950463014753;998344470.0;65817809494.3628;27.5743740998868;4.42453655182538;1.7479141087134;105.96;1.50289202380162;49.32;35.2;46.0694204013621;50.68;2017
Guatemala;42.491601343785;9.435507565446;2153.3;3.54791562031971;97.67;32.9162737448025;18.1693265265636;922397870.0;68060138938.4754;28.8423555448314;3.75186186704508;1.27161217513023;108.78;1.19385178218072;48.946;35.2;47.011682071395;51.054;2018
Guatemala;42.7696901829041;9.40872555064273;2163.6;4.71926903261203;95.75;31.0846542820942;17.6119761529528;1170758860.0;70794725855.0224;27.9047665962287;3.69998398008605;3.56578287211866;107.49;1.14790981503494;48.561;35.2;45.5167427491815;51.439;2019
Guinea;59.1933908513755;18.4782405357853;1122.4;6.9998209663996;100.14;63.49849630949;21.4968703897159;53272458.4212994;8794202394.29076;50.9458549906031;11.7800825029834;2.97228935440204;99.02;14.1138586026586;64.859;61.4;72.4427253803191;35.141;2015
Guinea;59.2747843073417;17.5899466635754;1155.5;6.91599300655614;104.3;62.7356629716857;29.3715113134469;1618447260.26485;9745790250.28475;82.4679511858394;8.17268112275132;5.6689484503468;105.13;18.1063644814226;64.54;61.4;111.839462499286;35.46;2016
Guinea;59.3968744912909;20.5284733111204;1165.4;0.988258095915498;110.06;62.127292467437;44.6602984532638;577590000.0;10749607166.7503;56.5913353155952;8.91435947913097;10.3565023612758;111.59;18.9531246230915;64.207;61.4;101.251633768859;35.793;2017
Guinea;59.5067556568452;22.9400092643745;1186.7;3.50943780352284;115.09;61.3955358106945;40.2070955310504;352760000.0;11433120070.5789;48.7770160091504;9.82761701259191;7.0590844257119;114.99;13.7023759938136;63.86;61.4;88.9841115402008;36.14;2018
Guinea;59.5393130392316;26.4272768144568;1257.9;9.7572147625024;124.24;60.9817962744553;35.042049336042;44400000.0;12075308646.1614;43.3732638931509;9.47001039253012;9.40290765798821;120.96;4.65794341633325;63.5;69.3;78.4153132291929;36.5;2019
Guinea-Bissau;28.0864153627312;46.7881252736562;1402.1;11.1292885302405;101.55;55.1904778169881;27.5430439150609;18575499.4478127;1048229633.00189;32.238492837062;1.47672048910466;12.1019886582441;98.88;19.8714177012089;57.877;45.5;59.7815367521229;42.123;2015
Guinea-Bissau;28.3865576102418;46.3483590123963;1414.4;10.8327803912922;104.57;54.4062673428714;26.5081142999537;14221700.0;1113878217.55467;31.3041101104292;1.5031205586107;6.09639967284818;99.25;18.7015046109056;57.467;45.5;57.8122244103829;42.533;2016
Guinea-Bissau;28.6866998577525;49.1578077854646;1385.9;16.6505553612215;105.68;53.9284891676941;27.7739726207238;15691197.9520896;1179810636.64872;33.0730442981031;1.69111461822307;5.93859668011328;102.41;15.9857332638944;57.055;45.5;60.8470169188269;42.945;2017
Guinea-Bissau;28.9868421052632;30.7237033700399;1397.3;-12.8870388598478;109.52;51.8790482539526;25.2760949743129;20563818.2174005;1194956298.81839;30.7420205283575;0.38132470279135;5.24999464155707;98.01;9.88886799180997;56.64;45.5;56.0181155026704;43.36;2018
Guinea-Bissau;28.9868421052632;30.3965794546532;1287.3;1.13439795489974;115.72;51.0756789868737;20.2879496621221;71658680.3379902;1248729332.16381;35.0846359217546;0.246600268147829;-3.41786303090853;98.97;9.94740073583492;56.223;45.5;55.3725855838767;43.777;2019
Haiti;75.0362844702467;17.2198990022132;978.1;4.46304837633554;98.69;47.5168025931155;11.767746984081;105680000.0;14849629407.8872;30.1779911294329;6.73184069658989;5.20596330218213;99.8;0.574767533630933;47.573;40.3;41.9457381135139;52.427;2015
Haiti;75.0362844702467;17.9835139851461;1012.3;5.58857705378652;98.58;47.1021592456055;11.6019709419381;104900000.0;15118774200.6771;29.8089312706097;11.5029073942667;15.7032145327608;102.25;0.790216838420377;46.604;40.3;41.4109022125478;53.396;2016
Haiti;72.9317851959361;18.8264709946395;894.6;5.04307491171276;93.07;46.7264787683768;11.0034703389377;374860000.0;15498296457.2195;31.0710774450853;10.6800887242583;13.7798773998903;100.54;0.657342723836906;45.654;42.8;42.074547784023;54.346;2017
Haiti;72.3875181422351;18.7060141160075;709.9;4.10484386254836;88.06;46.3895997455039;10.7808225945312;105000000.0;15756778743.3476;34.3577537109868;12.4814111170432;6.53575887335845;96.95;0.44034486815939;44.722;42.7;45.138576305518;55.278;2018
Haiti;64.9492017416546;19.1874037315046;1599.3;-1.02548064183411;77.02;46.1299086672281;10.5576734342764;75000000.0;15485274162.2563;34.0110453391783;18.7037825672508;19.8003878969177;99.39;0.443318678876138;43.808;42.7;44.5687187734548;56.192;2019
Honduras;30.1635534900349;12.2159784468116;1821.3;3.90162243783804;100.39;28.7220771326692;45.1667574562581;1316679827.33597;20979791685.416;62.097647897982;3.15783117980923;6.9327703694637;100.52;1.56846231223826;44.835;40.2;107.26440535424;55.165;2015
Honduras;30.6014835999643;12.0499014058464;1890.9;3.9994852309635;107.73;27.3542535726781;42.7141047814182;1147030449.99683;21796529142.7732;57.1016121691742;2.72461223295289;3.67806814426042;103.46;2.01566335667541;44.187;40.2;99.8157169505924;55.813;2016
Honduras;31.1734739476271;12.6697681094878;1865.7;5.20213549261746;119.59;31.9848395555236;43.0938548370178;949955941.517779;22852116284.6356;58.7192562426045;3.93436084442044;4.5128429763521;105.01;1.72906722467945;43.543;40.5;101.813111079622;56.457;2017
Honduras;31.361158280454;11.6101604613644;1847.0;5.53412109053879;122.09;30.9557616358897;41.4548165613247;1442587576.2096;23730778960.5382;62.0963456541272;4.34734937777528;1.94721691531043;106.67;1.07184110988038;42.904;40.8;103.551162215452;57.096;2018
